C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_12_241.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_12_241.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_12_241.jpg, 0, 0, 0, 8.052306E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_12_343.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_12_343.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_12_343.jpg, 0, 0, 0, 8.04886E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_12_444.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_12_444.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_12_444.jpg, 0, 0, 0, 7.929229E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_12_546.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_12_546.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_12_546.jpg, 0, 0, 0, 7.92898E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_12_647.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_12_647.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_12_647.jpg, 0, 0, 0, 7.962446E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_12_749.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_12_749.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_12_749.jpg, 0, 0, 0, 7.956572E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_12_851.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_12_851.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_12_851.jpg, 0, 0, 0, 7.918807E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_12_953.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_12_953.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_12_953.jpg, 0, 0, 0, 7.909894E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_13_054.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_13_054.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_13_054.jpg, 0, 0, 0, 7.905235E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_13_156.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_13_156.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_13_156.jpg, 0, 0, 0, 7.944548E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_13_257.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_13_257.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_13_257.jpg, 0, 0, 0, 7.89281E-05
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_13_358.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_13_358.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_13_358.jpg, 0, 0.1982545, 0, 0.07294139
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_13_461.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_13_461.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_13_461.jpg, -0.08988288, 0.4978781, 0, 0.5370427
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_13_563.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_13_563.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_13_563.jpg, -0.3660044, 0.6553565, 0, 1.270319
C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\center_2018_12_07_18_43_13_736.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\left_2018_12_07_18_43_13_736.jpg, C:\Users\Aiel\PycharmProjects\MLtestProject\sim\IMG\right_2018_12_07_18_43_13_736.jpg, 0, 0.1229084, 0, 1.514894
